Key,Virtual Compound Preferred Name,EUbOPEN Compound ID,Compound SMILES,Compound InChi Key,Protein Family,Target ID,NCBI Gene ID,UniProt ID,Synonyms,Mode of Action,Negative Control (In Case of Probe),Affinity Biochemical (nM),Affinity Biochemical Definition,Affinity Biochemical Assay Type,Affinity Biochemical Source Knowledge,Affinity Biochemical Relation,Affinity On-target Cellular (nM),Affinity On-target Cellular Definition,Affinity On-target Cellular Assay Type,Affinity on-target cellular Source Knowledge,Affinity On-target Cellular Relation,Selectivity Number of Off-targets,Selectivity Platform,Selectivity Platform Number of Targets,Selectivity Remarks,Selectivity Source Knowledge,CG-Set,Recommended Concentration,,,,,,,EUB0000366a
EUB0000034d_PRMT8@Methyltransferase,MS023,EUB0000034d,CC(C)Oc1ccc(-c2c[nH]cc2CN(C)CCN)cc1,FMTVWAGUJRUAKE-UHFFFAOYSA-N,HMT,PRMT8@Methyltransferase,56341,Q9NR22,,Inhibitor,MS094,5,IC50,Scintillation proximity assay (SPA),"https://doi.org/10.1021/acschembio.5b00839,  https://www.thesgc.org/chemical-probes/MS023",=,,,,,,0,"Methyltransferase panel, literature",25,"Screened at 1 µM and 10 µM, highly selective within methyltransferase family; Selective over 9 reader proteins (UHRF1, BRPF1, WDR5, HGDF2, TDRD3, RBBP1, FXR1, EED, and SND1) in DSF assays: all enzymes dTm",https://doi.org/10.1021/acschembio.5b00839,Epigenetic set,1 µM,,,,,,,
EUB0000034d_PRMT1@Methyltransferase,MS023,EUB0000034d,CC(C)Oc1ccc(-c2c[nH]cc2CN(C)CCN)cc1,FMTVWAGUJRUAKE-UHFFFAOYSA-N,HMT,PRMT1@Methyltransferase,3276,Q99873,"HCP1, ANM1",Inhibitor,MS094,30,IC50,Scintillation proximity assay (SPA),"https://doi.org/10.1021/acschembio.5b00839,  https://www.thesgc.org/chemical-probes/MS023",=,9,IC50,Western Blot (inhibition of PRMT1 methyltransferase activity in MCF7 cells),,=,0,"Methyltransferase panel, literature",25,"Screened at 1 µM and 10 µM, highly selective within methyltransferase family; Selective over 9 reader proteins (UHRF1, BRPF1, WDR5, HGDF2, TDRD3, RBBP1, FXR1, EED, and SND1) in DSF assays: all enzymes dTm",https://doi.org/10.1021/acschembio.5b00839,Epigenetic set,1 µM,,,,,,,
EUB0000034d_PRMT3@Methyltransferase,MS023,EUB0000034d,CC(C)Oc1ccc(-c2c[nH]cc2CN(C)CCN)cc1,FMTVWAGUJRUAKE-UHFFFAOYSA-N,HMT,PRMT3@Methyltransferase,10196,O60678,,Inhibitor,MS094,119,IC50,Scintillation proximity assay (SPA),"https://doi.org/10.1021/acschembio.5b00839,  https://www.thesgc.org/chemical-probes/MS023",=,1000,IC50,Western Blot (inhibition of PRMT3 methyltransferase activity in MCF7 cells),,=,0,"Methyltransferase panel, literature",25,"Screened at 1 µM and 10 µM, highly selective within methyltransferase family; Selective over 9 reader proteins (UHRF1, BRPF1, WDR5, HGDF2, TDRD3, RBBP1, FXR1, EED, and SND1) in DSF assays: all enzymes dTm",https://doi.org/10.1021/acschembio.5b00839,Epigenetic set,1 µM,,,,,,,
EUB0000034d_CARM1@Methyltransferase,MS023,EUB0000034d,CC(C)Oc1ccc(-c2c[nH]cc2CN(C)CCN)cc1,FMTVWAGUJRUAKE-UHFFFAOYSA-N,HMT,CARM1@Methyltransferase,10498,Q86X55,PRMT4,Inhibitor,MS094,83,IC50,Scintillation proximity assay (SPA),"https://doi.org/10.1021/acschembio.5b00839,  https://www.thesgc.org/chemical-probes/MS023",=,,,,,,0,"Methyltransferase panel, literature",25,"Screened at 1 µM and 10 µM, highly selective within methyltransferase family; Selective over 9 reader proteins (UHRF1, BRPF1, WDR5, HGDF2, TDRD3, RBBP1, FXR1, EED, and SND1) in DSF assays: all enzymes dTm",https://doi.org/10.1021/acschembio.5b00839,Epigenetic set,1 µM,,,,,,,
EUB0000040b_RORC,T0901317,EUB0000040b,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O,SGIWFELWJPNFDH-UHFFFAOYSA-N,NR,RORC,6097,P51449,"RZRG, RORG, NR1F3, TOR",Inverse Agonist,,,,,,,460,IC50,cell-based,"https://doi.org/10.1021/jm401901d ,  https://doi.org/10.1016/j.bmcl.2013.10.054",=,1,Reportergenassay,26,"fold-activation(NR1H4) = 10.96, inactive at 1 µM for UL48, RXRA, HNF4A, NR2C1, NR2E1, NR4A1, NR5A1",https://zenodo.org/records/10474037,NR,1 µM,,,,,,,
EUB0000040b_NR1F3,T0901317,EUB0000040b,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O,SGIWFELWJPNFDH-UHFFFAOYSA-N,Nuclear Receptors,NR1F3,,,,Inverse Agonist,,,,,,,460,IC50,Gal4 reporter gene assay,https://doi.org/10.1021/jm401901d,0,1,"Nuclear receptor panel, bromodomain and kinase panel, literature",26,"Screened at 1 µM against NR1F1, NR1F2, NR1H4, NR1I1, NR1I3, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): fold-activation (NR1H4) = 10.92, EC50 = 1300 nM for NR1H4 reported in literature; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",https://doi.org/10.1021/jm401901d,Nuclear Receptor set,1 µM,,,,,,,
EUB0000040b_NR1H2,T0901317,EUB0000040b,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O,SGIWFELWJPNFDH-UHFFFAOYSA-N,Nuclear Receptors,NR1H2,7376,P55055,"NER, NER-I, RIP15, LXR-b, LXRb",Agoinst,,,,,,,160,EC50,Gal4 reporter gene assay,https://doi.org/10.1021/jm401901d,0,1,"Nuclear receptor panel, bromodomain and kinase panel, literature",26,"Screened at 1 µM against NR1F1, NR1F2, NR1H4, NR1I1, NR1I3, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): fold-activation (NR1H4) = 10.92, EC50 = 1300 nM for NR1H4 reported in literature; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",https://doi.org/10.1021/jm401901d,Nuclear Receptor set,1 µM,,,,,,,
EUB0000040b_NR1H3,T0901317,EUB0000040b,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O,SGIWFELWJPNFDH-UHFFFAOYSA-N,Nuclear Receptors,NR1H3,10062,Q13133,"LXR-a, RLD-1, LXRa",Agonist,,,,,,,370,EC50,Gal4 reporter gene assay,https://doi.org/10.1021/jm401901d,0,1,"Nuclear receptor panel, bromodomain and kinase panel, literature",26,"Screened at 1 µM against NR1F1, NR1F2, NR1H4, NR1I1, NR1I3, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): fold-activation (NR1H4) = 10.92, EC50 = 1300 nM for NR1H4 reported in literature; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",https://doi.org/10.1021/jm401901d,Nuclear Receptor set,1 µM,,,,,,,
EUB0000040b_NR1I2,T0901317,EUB0000040b,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O,SGIWFELWJPNFDH-UHFFFAOYSA-N,Nuclear Receptors,NR1I2,8856,O75469,"ONR1, PXR, BXR, SXR, PAR2",Agonist,,,,,,,36,EC50,Gal4 reporter gene assay,https://doi.org/10.1021/jm401901d,0,1,"Nuclear receptor panel, bromodomain and kinase panel, literature",26,"Screened at 1 µM against NR1F1, NR1F2, NR1H4, NR1I1, NR1I3, NR2A1, NR2B1, NR2C1, NR2E1, NR4A1, NR5A1 and VP16 in a Gal4 hybrid reporter gene assay (HEK293T cells were cotransfected with pFR-Luc reporter, pRL-SV40 control reporter and pFA-CMV containing the Gal4-DBD fused with human NR-LBD of interest or pECE-SV40-Gal4-VP16): fold-activation (NR1H4) = 10.92, EC50 = 1300 nM for NR1H4 reported in literature; Screened at 20 µM in a bromodomain and kinase panel against ABL1, AURKA, BRD4, BRPF1, CDK2, CSNK1D, FGFR3, GSK3B, MAPK1, TRIM24 in DSF assays: clean selectivity profile with no significant binding (?Tm < 2 K)",https://doi.org/10.1021/jm401901d,Nuclear Receptor set,1 µM,,,,,,,
EUB0000041b_ACVR1B,Vactosertib,EUB0000041b,Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1,FJCDSQATIJKQKA-UHFFFAOYSA-N,Protein Kinase,ACVR1B,91,P36896,"ALK4, SKR2, ActRIB",Inhibitor,,17.2,IC50,Radiometric protein kinase assay (33PanQinase Activity Assay),https://aacrjournals.org/mct/article/13/7/1704/91906/EW-7197-a-Novel-ALK-5-Kinase-Inhibitor-Potently,=,,,,,,,"Kinase panel (radiometric 33ProQinase Activity Assays, singlicates, ProQinase)",320,"Screened at 1 µM, closest targets as % residual activity: RIPK2 (7%), VEGFR2 (11%), MINK1 (21%), VEGFR3 (28%), VEGFR1 (38%), MAP4K4 (41%), PDGFRA(V561D) (43%), PDGFRA (47%), TGFBR2 (47%); In-vitro follow-up of closest targets (radioisotopic protein kinase assay, 33PanQinase activity assay): IC50(RIPK2) = 54 nM, IC50(VEGFR2) = 97 nM (https://pubs.acs.org/doi/10.1021/jm500115w); Selectivity within ALK family (Radioisotopic protein kinase assay, HotSpot assay, Reaction Biology): IC50(ALK1) >10 µM, IC50(ALK2) >10 µM, IC50(ALK3) >10 µM, IC50(ALK4) = 0.013 µM, IC50(ALK5) = 0.011 µM, IC50(ALK6) >10 µM, IC50(ALK7) n.d. (https://pubs.acs.org/doi/10.1021/jm500115w);",https://aacrjournals.org/mct/article/13/7/1704/91906/EW-7197-a-Novel-ALK-5-Kinase-Inhibitor-Potently,Kinase set,100 nM,,,,,,,
EUB0000041b_TGFBR1,Vactosertib,EUB0000041b,Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1,FJCDSQATIJKQKA-UHFFFAOYSA-N,Protein Kinase,TGFBR1,7046,P36897,"ALK-5, ACVRLK4, ALK5, TBRI, TBR-i",Inhibitor,,12.9,IC50,Radiometric protein kinase assay (33PanQinase Activity Assay),https://aacrjournals.org/mct/article/13/7/1704/91906/EW-7197-a-Novel-ALK-5-Kinase-Inhibitor-Potently,=,41,IC50,Cell-based Luciferase assay (ALK5 inhibition in HaCaT cells permanently transfected with p3TO-luciferase reporter construct),https://pubs.acs.org/doi/10.1021/jm500115w,=,,"Kinase panel (radiometric 33ProQinase Activity Assays, singlicates, ProQinase)",320,"Screened at 1 µM, closest targets as % residual activity: RIPK2 (7%), VEGFR2 (11%), MINK1 (21%), VEGFR3 (28%), VEGFR1 (38%), MAP4K4 (41%), PDGFRA(V561D) (43%), PDGFRA (47%), TGFBR2 (47%); In-vitro follow-up of closest targets (radioisotopic protein kinase assay, 33PanQinase activity assay): IC50(RIPK2) = 54 nM, IC50(VEGFR2) = 97 nM (https://pubs.acs.org/doi/10.1021/jm500115w); Selectivity within ALK family (Radioisotopic protein kinase assay, HotSpot assay, Reaction Biology): IC50(ALK1) >10 µM, IC50(ALK2) >10 µM, IC50(ALK3) >10 µM, IC50(ALK4) = 0.013 µM, IC50(ALK5) = 0.011 µM, IC50(ALK6) >10 µM, IC50(ALK7) n.d. (https://pubs.acs.org/doi/10.1021/jm500115w);",https://aacrjournals.org/mct/article/13/7/1704/91906/EW-7197-a-Novel-ALK-5-Kinase-Inhibitor-Potently,Kinase set,100 nM,,,,,,,
EUB0000045b_BTK,BMX-IN-1,EUB0000045b,CC1=C(C=C(C=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CC=C(C=C5)NS(=O)(=O)C)NC(=O)C=C,SFMJNHNUOVADRW-UHFFFAOYSA-N,Protein Kinase,BTK,695,Q06187,"ATK, XLA, PSCTK1",Covalent inhibitor,,10.4,IC50,SelectScreen Z’lyte assay (Invitrogen),https://pubmed.ncbi.nlm.nih.gov/23594111/,=,,,,,,,KinomeScan (DiscoverX),442,"Screened at 1 µM, S(10) = 0.01, closest targets as % of contr.: JAK3 (6.6%), PIP3CG (2.8%), PIP5K2C (5.6%), SBK1 (4.6%);",https://pubmed.ncbi.nlm.nih.gov/23594111/,Kinase set,1 µM,,,,,,,
EUB0000045b_BMX,BMX-IN-1,EUB0000045b,CC1=C(C=C(C=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CC=C(C=C5)NS(=O)(=O)C)NC(=O)C=C,SFMJNHNUOVADRW-UHFFFAOYSA-N,Protein Kinase,BMX,660,P51813,"ETK, PSCTK3",Covalent inhibitor,,8,IC50,SelectScreen Z’lyte assay (Invitrogen),https://pubmed.ncbi.nlm.nih.gov/23594111/,=,138,IC50,BMX IP kinase assay in HEK293 cells,https://pubmed.ncbi.nlm.nih.gov/23594111/,=,,KinomeScan (DiscoverX),442,"Screened at 1 µM, S(10) = 0.01, closest targets as % of contr.: JAK3 (6.6%), PIP3CG (2.8%), PIP5K2C (5.6%), SBK1 (4.6%);",https://pubmed.ncbi.nlm.nih.gov/23594111/,Kinase set,1 µM,,,,,,,
EUB0000049b_PIK3CA,Pictilisib (GDC-0941),EUB0000049b,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,LHNIIDJUOCFXAP-UHFFFAOYSA-N,Protein Kinase,PIK3CA,5290,P42336,PI3K,Inhibitor,,0.76,Kd,ScanMax technology (DiscoverX),https://doi.org/10.1021/acs.jmedchem.7b00930,=,,,,,,0,KinomeScan (DiscoverX),468,"Screened at 10 µM, closest targets as % of contr.: CLK2 (25%), PIK3C2G (27%); Kd(mTOR) = 48 nM, Kd(PI3KC2b) = 40 nM (Kds by DiscoverX, PMID:28829592)",https://doi.org/10.1021/acs.jmedchem.7b00930,Kinase set,1 µM,,,,,,,
EUB0000049b_PIK3CB,Pictilisib (GDC-0941),EUB0000049b,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,LHNIIDJUOCFXAP-UHFFFAOYSA-N,Protein Kinase,PIK3CB,5291,P42338,,Inhibitor,,2.1,Kd,ScanMax technology (DiscoverX),https://doi.org/10.1021/acs.jmedchem.7b00930,=,,,,,,0,KinomeScan (DiscoverX),468,"Screened at 10 µM, closest targets as % of contr.: CLK2 (25%), PIK3C2G (27%); Kd(mTOR) = 48 nM, Kd(PI3KC2b) = 40 nM (Kds by DiscoverX, PMID:28829592)",https://doi.org/10.1021/acs.jmedchem.7b00930,Kinase set,1 µM,,,,,,,
EUB0000049b_PIK3CG,Pictilisib (GDC-0941),EUB0000049b,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,LHNIIDJUOCFXAP-UHFFFAOYSA-N,Protein Kinase,PIK3CG,5294,P48736,,Inhibitor,,7.7,Kd,ScanMax technology (DiscoverX),https://doi.org/10.1021/acs.jmedchem.7b00930,=,,,,,,0,KinomeScan (DiscoverX),468,"Screened at 10 µM, closest targets as % of contr.: CLK2 (25%), PIK3C2G (27%); Kd(mTOR) = 48 nM, Kd(PI3KC2b) = 40 nM (Kds by DiscoverX, PMID:28829592)",https://doi.org/10.1021/acs.jmedchem.7b00930,Kinase set,1 µM,,,,,,,
EUB0000049b_PIK3CD,Pictilisib (GDC-0941),EUB0000049b,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,LHNIIDJUOCFXAP-UHFFFAOYSA-N,Protein Kinase,PIK3CD,5293,O00329,p110D,Inhibitor,,3.3,Kd,ScanMax technology (DiscoverX),https://doi.org/10.1021/acs.jmedchem.7b00930,=,,,,,,0,KinomeScan (DiscoverX),468,"Screened at 10 µM, closest targets as % of contr.: CLK2 (25%), PIK3C2G (27%); Kd(mTOR) = 48 nM, Kd(PI3KC2b) = 40 nM (Kds by DiscoverX, PMID:28829592)",https://doi.org/10.1021/acs.jmedchem.7b00930,Kinase set,1 µM,,,,,,,
EUB0000054b_WNK1,WNK463,EUB0000054b,CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1,HWSHOMMVLGBIDN-UHFFFAOYSA-N,Protein Kinase,WNK1,65125,Q9H4A3,"HSAN2, PPP1R167",Inhibitor,,5,IC50,Radiometric assay (incorporation of 33P from [γ-33P]ATP into myelin basic protein (MBP)),https://pubmed.ncbi.nlm.nih.gov/27595330/,=,,,,,,0,"KinomeScan (Ambit, reporter ligand binding assay)",443,"Screened at 10 µM, closest targets as % control activity: HIPK2 (47%)",https://pubmed.ncbi.nlm.nih.gov/27595330/,Kinase set,1 µM,,,,,,,
EUB0000054b_WNK2,WNK463,EUB0000054b,CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1,HWSHOMMVLGBIDN-UHFFFAOYSA-N,Protein Kinase,WNK2,65268,Q9Y3S1,"NY-CO-43, KIAA1760",Inhibitor,,1,IC50,Radiometric assay (incorporation of 33P from [γ-33P]ATP into myelin basic protein (MBP)),https://pubmed.ncbi.nlm.nih.gov/27595330/,=,,,,,,0,"KinomeScan (Ambit, reporter ligand binding assay)",443,"Screened at 10 µM, closest targets as % control activity: HIPK2 (47%)",https://pubmed.ncbi.nlm.nih.gov/27595330/,Kinase set,1 µM,,,,,,,
EUB0000054b_WNK3,WNK463,EUB0000054b,CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1,HWSHOMMVLGBIDN-UHFFFAOYSA-N,Protein Kinase,WNK3,65267,Q9BYP7,,Inhibitor,,6,IC50,Radiometric assay (incorporation of 33P from [γ-33P]ATP into myelin basic protein (MBP)),https://pubmed.ncbi.nlm.nih.gov/27595330/,=,,,,,,0,"KinomeScan (Ambit, reporter ligand binding assay)",443,"Screened at 10 µM, closest targets as % control activity: HIPK2 (47%)",https://pubmed.ncbi.nlm.nih.gov/27595330/,Kinase set,1 µM,,,,,,,
EUB0000054b_WNK4,WNK463,EUB0000054b,CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1,HWSHOMMVLGBIDN-UHFFFAOYSA-N,Protein Kinase,WNK4,65266,Q96J92,,Inhibitor,,9,IC50,Radiometric assay (incorporation of 33P from [γ-33P]ATP into myelin basic protein (MBP)),https://pubmed.ncbi.nlm.nih.gov/27595330/,=,,,,,,0,"KinomeScan (Ambit, reporter ligand binding assay)",443,"Screened at 10 µM, closest targets as % control activity: HIPK2 (47%)",https://pubmed.ncbi.nlm.nih.gov/27595330/,Kinase set,1 µM,,,,,,,
EUB0000055a_PBK,OTS964,EUB0000055a,Cc1cc(O)c(-c2ccc([C@@H](C)CN(C)C)cc2)c2c1[nH]c(=O)c1sccc12,XCFRUAOZMVFDPQ-AWEZNQCLSA-N,Protein Kinase,PBK,55872,Q96KB5,"TOPK, FLJ14385, Nori-3, SPK, CT84",Inhibitor,,28,IC50,Enzyme activity assay,https://www.science.org/doi/10.1126/scitranslmed.3010277?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,=,100,EC50,Western Blot (autophosphorylation of TOPK at Thr9 in T47D cells),https://www.science.org/doi/10.1126/scitranslmed.3010277?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,,0,Kinase panel (Eurofins),412,"Screened at 1 µM, closest targets as % of control: TYK2 (20%), EGFR(L861Q, 24%), EGFR(L858R, 27%), full screening data available as supplement information;
Screened at 2 µM against 60 kinases, HotSpot assay platform (Reaction Biology), closest targets as % inhibition: SRC (87.6%), FLT3 (72.1%), LYN (77.4%), https://www.science.org/doi/10.1126/scitranslmed.3010277?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed;",https://pubmed.ncbi.nlm.nih.gov/36104565/,Kinase set,1 µM,,,,,,,
EUB0000055a_CDK11B,OTS964,EUB0000055a,Cc1cc(O)c(-c2ccc([C@@H](C)CN(C)C)cc2)c2c1[nH]c(=O)c1sccc12,XCFRUAOZMVFDPQ-AWEZNQCLSA-N,Protein Kinase,CDK11B,984,P21127,#N/D,Inhibitor,,40,Kd,Binding assay,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7717492/,=,102,IC50,"NanoBRET assay (CDK11/cyclin L2, HEK293T cells)",https://pubmed.ncbi.nlm.nih.gov/36104565/,=,0,Kinase panel (Eurofins),412,"Screened at 1 µM, closest targets as % of control: TYK2 (20%), EGFR(L861Q, 24%), EGFR(L858R, 27%), full screening data available as supplement information;
Screened at 2 µM against 60 kinases, HotSpot assay platform (Reaction Biology), closest targets as % inhibition: SRC (87.6%), FLT3 (72.1%), LYN (77.4%), https://www.science.org/doi/10.1126/scitranslmed.3010277?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed;",https://pubmed.ncbi.nlm.nih.gov/36104565/,Kinase set,1 µM,,,,,,,
EUB0000056c_MAPKAPK2,PF 3644022,EUB0000056c,O=C(N[C@H](C)CN4)C3=C4C1=C(S3)C=CC2=C1C=CC(C5=CC=C(C)N=C5)=N2,CMWRPDHVGMHLSZ-GFCCVEGCSA-N,Protein Kinase,MAPKAPK2,9261,P49137,MK2,Inhibitor,,5,IC50,Enzymatic activity assay (Ustate kinase profiler Service; Millipore),https://doi.org/10.1124/jpet.110.166173,=,201,IC50,Western Blot (phosphorylation of the MK2 substrate HSP27 in U937 cells),,=,6,Upstate Kinase Profiler service (Millipore),170,"Screened at 1 µM, closest targets: IC50(AMPK) = 117 nM, IC50(BRSK1) = 187 nM, IC50(BRSK2) = 90 nM, IC50(CAMK2B) = 70 nM, IC50(DRAK1) = 71 nM, IC50(MNK2) = 148 nM, IC50(PHKG2) = 528 nM , IC50(PIM1) = 88 nM ,IC50(CDK1) = 354 nM, IC50(CDK5) = 902 nM, IC50(MAP3K5) = 60 nM, IC50(AXL) = 428 nM, IC50(MERTK) = 76 nM, IC50(RIPK2) = 590 nM;",https://doi.org/10.1124/jpet.110.166173,Kinase set,1 µM,,,,,,,
EUB0000056c_MAPKAPK3,PF 3644022,EUB0000056c,O=C(N[C@H](C)CN4)C3=C4C1=C(S3)C=CC2=C1C=CC(C5=CC=C(C)N=C5)=N2,CMWRPDHVGMHLSZ-GFCCVEGCSA-N,Protein Kinase,MAPKAPK3,7867,Q16644,"3pK, MAPKAP3, 3PK, MK-3, MK3",Inhibitor,,53,IC50,Enzymatic activity assay (Ustate kinase profiler Service; Millipore),https://doi.org/10.1124/jpet.110.166173,=,,,,,,6,Upstate Kinase Profiler service (Millipore),170,"Screened at 1 µM, closest targets: IC50(AMPK) = 117 nM, IC50(BRSK1) = 187 nM, IC50(BRSK2) = 90 nM, IC50(CAMK2B) = 70 nM, IC50(DRAK1) = 71 nM, IC50(MNK2) = 148 nM, IC50(PHKG2) = 528 nM , IC50(PIM1) = 88 nM ,IC50(CDK1) = 354 nM, IC50(CDK5) = 902 nM, IC50(MAP3K5) = 60 nM, IC50(AXL) = 428 nM, IC50(MERTK) = 76 nM, IC50(RIPK2) = 590 nM;",https://doi.org/10.1124/jpet.110.166173,Kinase set,1 µM,,,,,,,
EUB0000056c_MAPKAPK5,PF 3644022,EUB0000056c,O=C(N[C@H](C)CN4)C3=C4C1=C(S3)C=CC2=C1C=CC(C5=CC=C(C)N=C5)=N2,CMWRPDHVGMHLSZ-GFCCVEGCSA-N,Protein Kinase,MAPKAPK5,8550,Q8IW41,"PRAK, MK5",Inhibitor,,5,IC50,Enzymatic activity assay (Ustate kinase profiler Service; Millipore),https://doi.org/10.1124/jpet.110.166173,=,,,,,,6,Upstate Kinase Profiler service (Millipore),170,"Screened at 1 µM, closest targets: IC50(AMPK) = 117 nM, IC50(BRSK1) = 187 nM, IC50(BRSK2) = 90 nM, IC50(CAMK2B) = 70 nM, IC50(DRAK1) = 71 nM, IC50(MNK2) = 148 nM, IC50(PHKG2) = 528 nM , IC50(PIM1) = 88 nM ,IC50(CDK1) = 354 nM, IC50(CDK5) = 902 nM, IC50(MAP3K5) = 60 nM, IC50(AXL) = 428 nM, IC50(MERTK) = 76 nM, IC50(RIPK2) = 590 nM;",https://doi.org/10.1124/jpet.110.166173,Kinase set,1 µM,,,,,,,
EUB0000057b_CDK14,FMF-04-159-2,EUB0000057b,CN(C)C/C=C/C(=O)Nc1cccc(S(=O)(=O)N2CCC(NC(=O)c3n[nH]cc3NC(=O)c3c(Cl)cc(Cl)cc3Cl)CC2)c1,HZPYSAHDRSBARR-QPJJXVBHSA-N,Protein Kinase,CDK14,5218,O94921,PFTAIRE1,Covalent inhibitor,,88,IC50,LanthaScreen Eu kinase binding assays (CDK14/CycY),https://pubmed.ncbi.nlm.nih.gov/30930164/,=,39.6,IC50,"NanoBRET assay (using CDK14/cyclinY, HCT116 cells)",https://pubmed.ncbi.nlm.nih.gov/30930164/,=,1,KiNativ profiling (using HCT116 cells),289,"Screened at 1 µM, 4h incubation, closest target as % of inhibition: CDK17 (94.2%), CDK18 (8.%), full screening data are available as supporting info,https://pubmed.ncbi.nlm.nih.gov/30930164/;",https://pubmed.ncbi.nlm.nih.gov/30930164/,Kinase set,1 µM,,,,,,,
EUB0000057b_CDK16,FMF-04-159-2,EUB0000057b,CN(C)C/C=C/C(=O)Nc1cccc(S(=O)(=O)N2CCC(NC(=O)c3n[nH]cc3NC(=O)c3c(Cl)cc(Cl)cc3Cl)CC2)c1,HZPYSAHDRSBARR-QPJJXVBHSA-N,Protein Kinase,CDK16,5127,Q00536,"PCTAIRE, PCTAIRE1, PCTGAIRE, FLJ16665",Covalent inhibitor,,10.1,IC50,LanthaScreen Eu kinase binding assays (CDK16/CycY),https://pubmed.ncbi.nlm.nih.gov/30930164/,=,803,IC50,"NanoBRET assay (using CDK16/cylinY, HCT116 cells)",https://pubmed.ncbi.nlm.nih.gov/30930164/,=,1,KiNativ profiling (using HCT116 cells),289,"Screened at 1 µM, 4h incubation, closest target as % of inhibition: CDK17 (94.2%), CDK18 (8.%), full screening data are available as supporting info,https://pubmed.ncbi.nlm.nih.gov/30930164/;",https://pubmed.ncbi.nlm.nih.gov/30930164/,Kinase set,1 µM,,,,,,,
