source_id	source_db	source	xref_id
673	Chemical Probes Portal	Pictilisib	https://www.chemicalprobes.org/
674	Chemical Probes Portal	eCF309	https://www.chemicalprobes.org/
675	Chemical Probes Portal	HG-9-91-01	https://www.chemicalprobes.org/
676	Chemical Probes Portal	UNC2025	https://www.chemicalprobes.org/
677	Chemical Probes Portal	STO609	https://www.chemicalprobes.org/
678	Chemical Probes Portal	DOI:10.1158/1078-0432.CCR-12-3247	https://www.chemicalprobes.org/
679	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.3c00052	https://www.chemicalprobes.org/
680	Chemical Probes Portal	PF-3758309	https://www.chemicalprobes.org/
681	Chemical Probes Portal	CP-673451	https://www.chemicalprobes.org/
682	Chemical Probes Portal	BMS-265246	https://www.chemicalprobes.org/
683	Chemical Probes Portal	BI-D1870	https://www.chemicalprobes.org/
684	Chemical Probes Portal	BI2536	https://www.chemicalprobes.org/
685	Chemical Probes Portal	XMD8-92	https://www.chemicalprobes.org/
686	Chemical Probes Portal	Imatinib	https://www.chemicalprobes.org/
687	Chemical Probes Portal	Venetoclax	https://www.chemicalprobes.org/
688	Chemical Probes Portal	A-1155463	https://www.chemicalprobes.org/
689	Chemical Probes Portal	WEHI-539	https://www.chemicalprobes.org/
690	Chemical Probes Portal	A-1210477	https://www.chemicalprobes.org/
691	Chemical Probes Portal	S63845	https://www.chemicalprobes.org/
692	Chemical Probes Portal	DOI:10.1038/s41589-023-01270-0	https://www.chemicalprobes.org/
693	Chemical Probes Portal	BI-3802	https://www.chemicalprobes.org/
694	Chemical Probes Portal	WM-1119	https://www.chemicalprobes.org/
695	Chemical Probes Portal	FS-694	https://www.chemicalprobes.org/
696	Chemical Probes Portal	DOI:10.1158/2159-8290.CD-23-0944	https://www.chemicalprobes.org/
697	Chemical Probes Portal	BAY-3827	https://www.chemicalprobes.org/
698	Chemical Probes Portal	Cabozantinib	https://www.chemicalprobes.org/
699	Chemical Probes Portal	ML352	https://www.chemicalprobes.org/
700	Chemical Probes Portal	STM2457	https://www.chemicalprobes.org/
701	Chemical Probes Portal	OTSSP167	https://www.chemicalprobes.org/
702	Chemical Probes Portal	G749	https://www.chemicalprobes.org/
703	Chemical Probes Portal	Adavosertib	https://www.chemicalprobes.org/
704	Chemical Probes Portal	SGC-CK2-1	https://www.chemicalprobes.org/
705	Chemical Probes Portal	SGC-CLK-1	https://www.chemicalprobes.org/
706	Chemical Probes Portal	AZD-6482	https://www.chemicalprobes.org/
707	Chemical Probes Portal	AZ-960	https://www.chemicalprobes.org/
708	Chemical Probes Portal	GDC-0834	https://www.chemicalprobes.org/
709	Chemical Probes Portal	MK-8033	https://www.chemicalprobes.org/
710	Chemical Probes Portal	AMG-337	https://www.chemicalprobes.org/
711	Chemical Probes Portal	NVP-2	https://www.chemicalprobes.org/
712	Chemical Probes Portal	JAK3i	https://www.chemicalprobes.org/
713	Chemical Probes Portal	MIV-6R	https://www.chemicalprobes.org/
714	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.6b01921	https://www.chemicalprobes.org/
715	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c02175	https://www.chemicalprobes.org/
716	Chemical Probes Portal	MG-277	https://www.chemicalprobes.org/
717	Chemical Probes Portal	CC-90009	https://www.chemicalprobes.org/
718	Chemical Probes Portal	AZ6102	https://www.chemicalprobes.org/
719	Chemical Probes Portal	AZ0108	https://www.chemicalprobes.org/
720	Chemical Probes Portal	MS023	https://www.chemicalprobes.org/
721	Chemical Probes Portal	Romidepsin	https://www.chemicalprobes.org/
722	Chemical Probes Portal	SB-612111	https://www.chemicalprobes.org/
723	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c01517	https://www.chemicalprobes.org/
724	Chemical Probes Portal	BI-3812	https://www.chemicalprobes.org/
725	Chemical Probes Portal	TP-004	https://www.chemicalprobes.org/
726	Chemical Probes Portal	CPI-360	https://www.chemicalprobes.org/
727	Chemical Probes Portal	EPZ004777	https://www.chemicalprobes.org/
728	Chemical Probes Portal	GSK343	https://www.chemicalprobes.org/
729	Chemical Probes Portal	EI1	https://www.chemicalprobes.org/
730	Chemical Probes Portal	EPZ-6438	https://www.chemicalprobes.org/
731	Chemical Probes Portal	DS-437	https://www.chemicalprobes.org/
732	Chemical Probes Portal	DOI:10.1126/sciadv.aav3660	https://www.chemicalprobes.org/
733	Chemical Probes Portal	JQEZ5	https://www.chemicalprobes.org/
734	Chemical Probes Portal	CPI-1205	https://www.chemicalprobes.org/
735	Chemical Probes Portal	GW1100	https://www.chemicalprobes.org/
736	Chemical Probes Portal	PF-06869206	https://www.chemicalprobes.org/
737	Chemical Probes Portal	GSK2334470	https://www.chemicalprobes.org/
738	Chemical Probes Portal	MLT-748	https://www.chemicalprobes.org/
739	Chemical Probes Portal	Asciminib	https://www.chemicalprobes.org/
740	Chemical Probes Portal	DOI:10.1038/s41467-021-23463-8	https://www.chemicalprobes.org/
741	Chemical Probes Portal	GNF-5	https://www.chemicalprobes.org/
742	Chemical Probes Portal	NVS-PAK1-1	https://www.chemicalprobes.org/
743	Chemical Probes Portal	BAY1125976	https://www.chemicalprobes.org/
744	Chemical Probes Portal	SGC707	https://www.chemicalprobes.org/
745	Chemical Probes Portal	AG-270	https://www.chemicalprobes.org/
746	Chemical Probes Portal	ML323	https://www.chemicalprobes.org/
747	Chemical Probes Portal	AMG-18	https://www.chemicalprobes.org/
748	Chemical Probes Portal	RU.521	https://www.chemicalprobes.org/
749	Chemical Probes Portal	NMS-873	https://www.chemicalprobes.org/
750	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.9b00381	https://www.chemicalprobes.org/
751	Chemical Probes Portal	DOI:10.1021/op200301h	https://www.chemicalprobes.org/
752	Chemical Probes Portal	Glyburide	https://www.chemicalprobes.org/
753	Chemical Probes Portal	Repaglinide	https://www.chemicalprobes.org/
754	Chemical Probes Portal	GSK2982772	https://www.chemicalprobes.org/
755	Chemical Probes Portal	DOI:10.1056/NEJMoa1411366	https://www.chemicalprobes.org/
756	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.1c00096	https://www.chemicalprobes.org/
757	Chemical Probes Portal	1G244	https://www.chemicalprobes.org/
758	Chemical Probes Portal	DOI:10.1074/jbc.M111.306472	https://www.chemicalprobes.org/
759	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.0c00227	https://www.chemicalprobes.org/
760	Chemical Probes Portal	DOI:10.1158/2767-9764.CRC-22-0477	https://www.chemicalprobes.org/
761	Chemical Probes Portal	Tubastatin-A	https://www.chemicalprobes.org/
762	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5b00698	https://www.chemicalprobes.org/
763	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c01804	https://www.chemicalprobes.org/
764	Chemical Probes Portal	DOI:10.1021/jm101423y	https://www.chemicalprobes.org/
765	Chemical Probes Portal	DOI:10.1016/j.chembiol.2010.02.007	https://www.chemicalprobes.org/
766	Chemical Probes Portal	DOI:10.1097/CAD.0000000000001514	https://www.chemicalprobes.org/
767	Chemical Probes Portal	DOI:10.1016/j.ccell.2025.02.006	https://www.chemicalprobes.org/
768	Chemical Probes Portal	DOI:10.1021/jm8006454	https://www.chemicalprobes.org/
769	Chemical Probes Portal	DOI:10.1002/cmdc.202200686	https://www.chemicalprobes.org/
770	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00529	https://www.chemicalprobes.org/
771	Chemical Probes Portal	SJ6986	https://www.chemicalprobes.org/
772	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c01133	https://www.chemicalprobes.org/
773	Chemical Probes Portal	DOI:10.1016/j.mcpro.2023.100609	https://www.chemicalprobes.org/
774	Chemical Probes Portal	FM-381	https://www.chemicalprobes.org/
775	Chemical Probes Portal	DOI:10.1016/j.ejphar.2020.173505	https://www.chemicalprobes.org/
776	Chemical Probes Portal	DOI:10.1016/j.bmcl.2016.10.036	https://www.chemicalprobes.org/
777	Chemical Probes Portal	DOI:10.1016/j.ejmech.2025.117708	https://www.chemicalprobes.org/
778	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00121	https://www.chemicalprobes.org/
779	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c01121	https://www.chemicalprobes.org/
780	Chemical Probes Portal	DOI:10.1021/jm3013147	https://www.chemicalprobes.org/
781	Chemical Probes Portal	CCT251545	https://www.chemicalprobes.org/
782	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00220	https://www.chemicalprobes.org/
783	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00563	https://www.chemicalprobes.org/
784	Chemical Probes Portal	DOI:10.1016/j.ejmech.2023.115708	https://www.chemicalprobes.org/
785	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00656	https://www.chemicalprobes.org/
786	Chemical Probes Portal	DOI:10.1021/acschemneuro.5c00032	https://www.chemicalprobes.org/
787	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00472	https://www.chemicalprobes.org/
788	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.6b00597	https://www.chemicalprobes.org/
789	Chemical Probes Portal	DOI:10.1016/j.ejmech.2024.117166	https://www.chemicalprobes.org/
790	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c01980	https://www.chemicalprobes.org/
791	Chemical Probes Portal	DOI:10.1074/jbc.M311743200	https://www.chemicalprobes.org/
792	Chemical Probes Portal	DOI:10.1021/ml500479v	https://www.chemicalprobes.org/
793	Chemical Probes Portal	Brivanib	https://www.chemicalprobes.org/
794	Chemical Probes Portal	SELGANTOLIMOD	https://www.chemicalprobes.org/
795	Chemical Probes Portal	DOI:10.1016/j.bmcl.2014.08.041	https://www.chemicalprobes.org/
796	Chemical Probes Portal	BIIE0246	https://www.chemicalprobes.org/
797	Chemical Probes Portal	APREPITANT	https://www.chemicalprobes.org/
798	Chemical Probes Portal	DOI:10.1016/j.ejphar.2016.04.022	https://www.chemicalprobes.org/
799	Chemical Probes Portal	DOI:10.1016/j.pbb.2019.172794	https://www.chemicalprobes.org/
800	Chemical Probes Portal	DOI:10.1124/molpharm.122.000662	https://www.chemicalprobes.org/
801	Chemical Probes Portal	DOI:10.1136/jitc-2019-000417	https://www.chemicalprobes.org/
802	Chemical Probes Portal	DOI:10.1016/s0014-2999(98)00891-7	https://www.chemicalprobes.org/
803	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c00630	https://www.chemicalprobes.org/
804	Chemical Probes Portal	DOI:10.1021/jm0108449	https://www.chemicalprobes.org/
805	Chemical Probes Portal	DOI:10.1371/journal.pone.0164646	https://www.chemicalprobes.org/
806	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.9b02101	https://www.chemicalprobes.org/
807	Chemical Probes Portal	Fasiglifam	https://www.chemicalprobes.org/
808	Chemical Probes Portal	L-365260	https://www.chemicalprobes.org/
809	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.0c01076	https://www.chemicalprobes.org/
810	Chemical Probes Portal	L-745870	https://www.chemicalprobes.org/
811	Chemical Probes Portal	DOI:10.1021/jm970519e	https://www.chemicalprobes.org/
812	Chemical Probes Portal	BI-2081	https://www.chemicalprobes.org/
813	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c01690	https://www.chemicalprobes.org/
814	Chemical Probes Portal	DOI:10.1021/jm025539h	https://www.chemicalprobes.org/
815	Chemical Probes Portal	DOI:10.1124/jpet.122.001449	https://www.chemicalprobes.org/
816	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00293	https://www.chemicalprobes.org/
817	Chemical Probes Portal	DOI:10.1016/j.neuropharm.2014.12.004	https://www.chemicalprobes.org/
818	Chemical Probes Portal	TP-024	https://www.chemicalprobes.org/
819	Chemical Probes Portal	ML075	https://www.chemicalprobes.org/
820	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c01401	https://www.chemicalprobes.org/
821	Chemical Probes Portal	BAY-885	https://www.chemicalprobes.org/
822	Chemical Probes Portal	RO4938581	https://www.chemicalprobes.org/
823	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c01938	https://www.chemicalprobes.org/
824	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c00847	https://www.chemicalprobes.org/
825	Chemical Probes Portal	DOI:10.1016/j.chembiol.2025.06.005	https://www.chemicalprobes.org/
826	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c01807	https://www.chemicalprobes.org/
827	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00238	https://www.chemicalprobes.org/
828	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00884	https://www.chemicalprobes.org/
829	Chemical Probes Portal	DOI:10.1007/s00213-009-1726-x	https://www.chemicalprobes.org/
830	Chemical Probes Portal	NX-1607	https://www.chemicalprobes.org/
831	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00781	https://www.chemicalprobes.org/
832	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c01580	https://www.chemicalprobes.org/
833	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c00732	https://www.chemicalprobes.org/
834	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c02124	https://www.chemicalprobes.org/
835	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c02593	https://www.chemicalprobes.org/
836	Chemical Probes Portal	BAVDEGALUTAMIDE	https://www.chemicalprobes.org/
837	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.4c00336	https://www.chemicalprobes.org/
838	Chemical Probes Portal	DOI:10.1158/2159-8290.CD-22-0968	https://www.chemicalprobes.org/
839	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00809	https://www.chemicalprobes.org/
840	Chemical Probes Portal	DOI:10.1016/j.bmcl.2009.04.012	https://www.chemicalprobes.org/
841	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00665	https://www.chemicalprobes.org/
842	Chemical Probes Portal	DOI:10.1016/j.ejmech.2024.116843	https://www.chemicalprobes.org/
843	Chemical Probes Portal	DOI:10.1016/j.immuni.2024.04.025	https://www.chemicalprobes.org/
844	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c01818	https://www.chemicalprobes.org/
845	Chemical Probes Portal	DOI:10.1038/s41467-022-33430-6	https://www.chemicalprobes.org/
846	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c01130	https://www.chemicalprobes.org/
847	Chemical Probes Portal	DOI:10.1016/j.heliyon.2024.e37829	https://www.chemicalprobes.org/
848	Chemical Probes Portal	MRK-990	https://www.chemicalprobes.org/
849	Chemical Probes Portal	DOI:10.1002/anie.202302364	https://www.chemicalprobes.org/
850	Chemical Probes Portal	DOI:10.1038/s44321-024-00181-4	https://www.chemicalprobes.org/
851	Chemical Probes Portal	DOI:10.1038/s41467-025-65847-0	https://www.chemicalprobes.org/
852	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c01526	https://www.chemicalprobes.org/
853	Chemical Probes Portal	BI-5121	https://www.chemicalprobes.org/
854	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c02751	https://www.chemicalprobes.org/
855	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00197	https://www.chemicalprobes.org/
856	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c01204	https://www.chemicalprobes.org/
857	Chemical Probes Portal	DOI:10.1016/j.neurot.2025.e00610	https://www.chemicalprobes.org/
858	Chemical Probes Portal	DOI:10.1038/s41467-025-59919-4	https://www.chemicalprobes.org/
859	Chemical Probes Portal	DOI:10.1038/s41467-024-51889-3	https://www.chemicalprobes.org/
860	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c02019	https://www.chemicalprobes.org/
861	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c00274	https://www.chemicalprobes.org/
862	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00026	https://www.chemicalprobes.org/
863	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c01617	https://www.chemicalprobes.org/
864	Chemical Probes Portal	DOI:10.1016/j.bmcl.2024.129930	https://www.chemicalprobes.org/
865	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c02200	https://www.chemicalprobes.org/
866	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c01505	https://www.chemicalprobes.org/
867	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00836	https://www.chemicalprobes.org/
868	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c02394	https://www.chemicalprobes.org/
869	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c02201	https://www.chemicalprobes.org/
870	Chemical Probes Portal	DOI:10.1016/j.apsb.2024.07.016	https://www.chemicalprobes.org/
871	Chemical Probes Portal	DOI:10.1038/s41589-021-00742-5	https://www.chemicalprobes.org/
872	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00883	https://www.chemicalprobes.org/
873	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c01111	https://www.chemicalprobes.org/
874	Chemical Probes Portal	DOI:10.1021/jacs.2c05499	https://www.chemicalprobes.org/
875	Chemical Probes Portal	DOI:10.1039/d3sc06558h	https://www.chemicalprobes.org/
876	Chemical Probes Portal	DOI:10.1126/science.adm8684	https://www.chemicalprobes.org/
877	Chemical Probes Portal	DOI:10.1039/D2CC02094G	https://www.chemicalprobes.org/
878	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c00761	https://www.chemicalprobes.org/
879	Chemical Probes Portal	DOI:10.1038/s41589-024-01660-y	https://www.chemicalprobes.org/
880	Chemical Probes Portal	DOI:10.1002/anie.202109237	https://www.chemicalprobes.org/
881	Chemical Probes Portal	DOI:10.1016/j.chembiol.2019.11.006	https://www.chemicalprobes.org/
882	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00711	https://www.chemicalprobes.org/
883	Chemical Probes Portal	DOI:10.1158/0008-5472.CAN-18-2918	https://www.chemicalprobes.org/
884	Chemical Probes Portal	ACBI1	https://www.chemicalprobes.org/
885	Chemical Probes Portal	DOI:10.1016/j.ejmech.2021.113335	https://www.chemicalprobes.org/
886	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c00864	https://www.chemicalprobes.org/
887	Chemical Probes Portal	DOI:10.1016/j.ejmech.2024.116613	https://www.chemicalprobes.org/
888	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c01009	https://www.chemicalprobes.org/
889	Chemical Probes Portal	BI-5524	https://www.chemicalprobes.org/
890	Chemical Probes Portal	DOI:10.1016/j.chembiol.2023.03.007	https://www.chemicalprobes.org/
891	Chemical Probes Portal	DOI:10.1016/j.chembiol.2022.10.007	https://www.chemicalprobes.org/
892	Chemical Probes Portal	DOI:10.1016/j.ejmech.2018.03.071	https://www.chemicalprobes.org/
893	Chemical Probes Portal	DOI:10.1016/j.ejmech.2022.115033	https://www.chemicalprobes.org/
894	Chemical Probes Portal	DOI:10.1021/jacs.9b13907	https://www.chemicalprobes.org/
895	Chemical Probes Portal	DOI:10.1016/j.chembiol.2022.09.004	https://www.chemicalprobes.org/
896	Chemical Probes Portal	DOI:10.1039/D0CC03243C	https://www.chemicalprobes.org/
897	Chemical Probes Portal	ARD-266	https://www.chemicalprobes.org/
898	Chemical Probes Portal	ARCC-4	https://www.chemicalprobes.org/
899	Chemical Probes Portal	DOI:10.1126/scitranslmed.abp8334	https://www.chemicalprobes.org/
900	Chemical Probes Portal	VT104	https://www.chemicalprobes.org/
901	Chemical Probes Portal	VT103	https://www.chemicalprobes.org/
902	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c03123	https://www.chemicalprobes.org/
903	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.5b00335	https://www.chemicalprobes.org/
904	Chemical Probes Portal	BRD4770	https://www.chemicalprobes.org/
905	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.0c00566	https://www.chemicalprobes.org/
906	Chemical Probes Portal	DOI:10.1073/pnas.1520686113	https://www.chemicalprobes.org/
907	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.8b01826	https://www.chemicalprobes.org/
908	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.6b00092	https://www.chemicalprobes.org/
909	Chemical Probes Portal	GSK-LSD1	https://www.chemicalprobes.org/
910	Chemical Probes Portal	THNAN69	https://www.chemicalprobes.org/
911	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.2c00662	https://www.chemicalprobes.org/
912	Chemical Probes Portal	DOI:10.1039/D5MD00144G	https://www.chemicalprobes.org/
913	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.4c00016	https://www.chemicalprobes.org/
914	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c01256	https://www.chemicalprobes.org/
915	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c00425	https://www.chemicalprobes.org/
916	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.7b01339	https://www.chemicalprobes.org/
917	Chemical Probes Portal	DOI:10.1038/s41586-020-03048-z	https://www.chemicalprobes.org/
918	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c03554	https://www.chemicalprobes.org/
919	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5c03024	https://www.chemicalprobes.org/
920	Chemical Probes Portal	DOI:10.1158/1535-7163.MCT-24-0306	https://www.chemicalprobes.org/
921	Chemical Probes Portal	DOI:10.1073/pnas.2009977117	https://www.chemicalprobes.org/
922	Chemical Probes Portal	DOI:10.1523/JNEUROSCI.5269-04.2005	https://www.chemicalprobes.org/
923	Chemical Probes Portal	DOI:10.1158/2326-6066.CIR-25-0156	https://www.chemicalprobes.org/
924	Chemical Probes Portal	DOI:10.1096/fj.202200313RR	https://www.chemicalprobes.org/
925	Chemical Probes Portal	DOI:10.1042/BCJ20200592	https://www.chemicalprobes.org/
926	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.4c02314	https://www.chemicalprobes.org/
927	Chemical Probes Portal	WZ4003	https://www.chemicalprobes.org/
928	Chemical Probes Portal	PMID:12467226	https://www.chemicalprobes.org/
929	Chemical Probes Portal	TUG-891	https://www.chemicalprobes.org/
930	Chemical Probes Portal	DOI:10.1016/j.cell.2024.02.023	https://www.chemicalprobes.org/
931	Chemical Probes Portal	RPI-GLYT2-82	https://www.chemicalprobes.org/
932	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.4c00579	https://www.chemicalprobes.org/
933	Chemical Probes Portal	Trametinib	https://www.chemicalprobes.org/
934	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c00415	https://www.chemicalprobes.org/
935	Chemical Probes Portal	DOI:10.1038/s41467-025-59874-0	https://www.chemicalprobes.org/
936	Chemical Probes Portal	Capmatinib	https://www.chemicalprobes.org/
937	Chemical Probes Portal	PIM-447	https://www.chemicalprobes.org/
938	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.1c00382	https://www.chemicalprobes.org/
939	Chemical Probes Portal	DOI:10.1186/1744-8069-6-87	https://www.chemicalprobes.org/
940	Chemical Probes Portal	DOI:10.1016/j.bmcl.2011.12.027	https://www.chemicalprobes.org/
941	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.8b01187	https://www.chemicalprobes.org/
942	Chemical Probes Portal	DOI:10.1021/acsmedchemlett.7b00293	https://www.chemicalprobes.org/
943	Chemical Probes Portal	Tomivosertib	https://www.chemicalprobes.org/
944	Chemical Probes Portal	DOI:10.1021/ml400228e	https://www.chemicalprobes.org/
945	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.5b01685	https://www.chemicalprobes.org/
946	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.3c00600	https://www.chemicalprobes.org/
947	Chemical Probes Portal	DOI:10.1021/acs.jmedchem.9b01684	https://www.chemicalprobes.org/
948	Chemical Probes Portal	DOI:10.1038/s41467-025-59432-8	https://www.chemicalprobes.org/
949	Chemical Probes Portal	SR-318	https://www.chemicalprobes.org/
950	Chemical Probes Portal	BAY-1816032	https://www.chemicalprobes.org/
951	Chemical Probes Portal	DOI:10.6019/CHEMBL4507285	https://www.chemicalprobes.org/
952	Chemical Probes Portal	JIB-04	https://www.chemicalprobes.org/
953	Chemical Probes Portal	AMI-1	https://www.chemicalprobes.org/
954	Chemical Probes Portal	XMD17-109	https://www.chemicalprobes.org/
955	Chemical Probes Portal	DZNep	https://www.chemicalprobes.org/
956	Chemical Probes Portal	Chaetocin	https://www.chemicalprobes.org/
957	Chemical Probes Portal	Epiblastin A	https://www.chemicalprobes.org/
958	Chemical Probes Portal	Tandutinib	https://www.chemicalprobes.org/
959	Chemical Probes Portal	Quercetin	https://www.chemicalprobes.org/
960	Chemical Probes Portal	Dinaciclib	https://www.chemicalprobes.org/
961	Chemical Probes Portal	Epigallocatechin-3-gallate (ECGC)	https://www.chemicalprobes.org/
962	Chemical Probes Portal	Resveratrol	https://www.chemicalprobes.org/
963	Chemical Probes Portal	Suramin	https://www.chemicalprobes.org/
964	Chemical Probes Portal	Trifluoperazine	https://www.chemicalprobes.org/
965	Chemical Probes Portal	Fluoxetine glucuronide	https://www.chemicalprobes.org/
966	Chemical Probes Portal	Doxorubicin	https://www.chemicalprobes.org/
967	Chemical Probes Portal	Vandetanib	https://www.chemicalprobes.org/
968	Chemical Probes Portal	Axitinib	https://www.chemicalprobes.org/
969	Chemical Probes Portal	NVP-TAE 226	https://www.chemicalprobes.org/
970	Chemical Probes Portal	PD173955	https://www.chemicalprobes.org/
971	Chemical Probes Portal	AST 487	https://www.chemicalprobes.org/
972	Chemical Probes Portal	Vorinostat	https://www.chemicalprobes.org/
973	Chemical Probes Portal	Sunitinib	https://www.chemicalprobes.org/
974	Chemical Probes Portal	XL-647	https://www.chemicalprobes.org/
975	Chemical Probes Portal	Apomorphine	https://www.chemicalprobes.org/
976	Chemical Probes Portal	Ebselen	https://www.chemicalprobes.org/
977	Chemical Probes Portal	Digitoflavone	https://www.chemicalprobes.org/
978	Chemical Probes Portal	Apigenin	https://www.chemicalprobes.org/
979	Chemical Probes Portal	Curcumin	https://www.chemicalprobes.org/
980	Chemical Probes Portal	Dipyridamole	https://www.chemicalprobes.org/
981	Chemical Probes Portal	Crizotinib	https://www.chemicalprobes.org/
982	Chemical Probes Portal	Amiodarone	https://www.chemicalprobes.org/
983	Chemical Probes Portal	Linifanib	https://www.chemicalprobes.org/
984	Chemical Probes Portal	Dovitinib lactate	https://www.chemicalprobes.org/
985	Chemical Probes Portal	5,7-Dihydroxyflavone	https://www.chemicalprobes.org/
986	Chemical Probes Portal	NVP-TAE684	https://www.chemicalprobes.org/
987	Chemical Probes Portal	JNJ-28312141	https://www.chemicalprobes.org/
988	Chemical Probes Portal	Ilorasertib	https://www.chemicalprobes.org/
989	Chemical Probes Portal	Intedanib	https://www.chemicalprobes.org/
990	Chemical Probes Portal	PF-562271	https://www.chemicalprobes.org/
991	Chemical Probes Portal	Kenpaullone	https://www.chemicalprobes.org/
992	Chemical Probes Portal	CHEMBL1908393	https://www.chemicalprobes.org/
993	Chemical Probes Portal	Fedratinib	https://www.chemicalprobes.org/
994	Chemical Probes Portal	Kinome_1198	https://www.chemicalprobes.org/
995	Chemical Probes Portal	SU14813	https://www.chemicalprobes.org/
996	Chemical Probes Portal	JNJ-7706621	https://www.chemicalprobes.org/
997	Chemical Probes Portal	KW-2449	https://www.chemicalprobes.org/
998	Chemical Probes Portal	Kinome_1194	https://www.chemicalprobes.org/
999	Chemical Probes Portal	Kinome_2079	https://www.chemicalprobes.org/
1000	Chemical Probes Portal	PF-03814735	https://www.chemicalprobes.org/
1001	Chemical Probes Portal	CHEMBL2062936	https://www.chemicalprobes.org/
1002	Chemical Probes Portal	Kinome_1054	https://www.chemicalprobes.org/
